id,subject,exam_no,question_text,created_at,type_of_ac,kategori
01b37f44-6d68-477e-b095-640bed69698f,INITIAL,1,How to crank the N2 rotor during Borescope inspection?,2026-02-23 02:22:39.441839+00,B737-800 NG,Airframe & Powerplant
01bfac9b-aff6-41f7-afec-2c4b5d38837e,INITIAL,1,How many fan blade installed in the engine CFM56-7B?,2026-02-23 02:22:39.626422+00,B737-800 NG,Airframe & Powerplant
01d5cb26-3585-4552-ac27-a22b22ad4e70,INITIAL,1,"Ref to Notice OFB No. 12/14 - 9 Aug 14, which system is not required to be dispatched on No HIL and repetitive Problem status?",2026-02-27 04:07:05.967901+00,B777-300 ER,Airframe & Powerplant
01f5ed52-5a6b-491a-be96-3e09d19834f8,INITIAL,1,"What is the consequence to the aircraft dispatched if 'MAINT"" Amber Light On Recall light will extinguish when Master Caution is reset?",2026-02-23 02:23:06.333314+00,B737-MAX,Airframe & Powerplant
0203f85f-9f76-48b5-9ce0-819da6ed4502,INITIAL,1,"If the Access door L/G Manual Extensionin the Cockpit Floor Not in Closed position, bellow statement is correct, Except?",2026-02-23 02:22:42.270907+00,B737-800 NG,Airframe & Powerplant
022978e3-1caf-475f-a243-67c20c59498b,INITIAL,1,What is correct concerning an illuminated blue APU 'MAINT' light ?,2026-02-23 02:22:41.693905+00,B737-800 NG,Airframe & Powerplant
02349d2f-def4-49fa-b259-5a56abf3ab65,INITIAL,1,Where is Back Up Power for PFCS PSA come from ?,2026-02-27 04:07:13.040411+00,B777-300 ER,Airframe & Powerplant
0236b190-4b52-436c-a796-f94cc6a9fa84,INITIAL,1,What haven flight control do you have when roll disc pulled?,2026-02-23 02:24:01.012459+00,CRJ1000,Airframe & Powerplant
024e72bd-1e08-43b4-9f09-69ec0e3897ae,INITIAL,1,"When does the aircraft ""RVSM Validation Flight Required"" in the Manufacture recommendation to ensure RVSM approval integrity ?",2026-02-23 02:48:46.521064+00,All Aircraft,REGULASI
025f4b3a-b26c-44a9-ab5e-b152e33c3bb1,INITIAL,1,"Refer to GA-CMM Appendix A-09 Compass Compensating of The Aircraft Required in Case of as mention bellow, except:",2026-02-23 02:48:46.982839+00,All Aircraft,REGULASI
0261d232-ffbd-47fc-bb06-ea9f5a729185,INITIAL,1,"When there is no communication between disc and drive, CMCF:",2026-02-23 02:23:41.702199+00,B777-300 ER,Electric & Avionic
02687fbe-6a6d-4f80-a19d-6410e800a822,INITIAL,1,"When the aileron trim switch is moved from its detent position, it supplies :",2026-02-23 02:24:06.873445+00,CRJ1000,Electric & Avionic
026f1fda-a1a3-4c2f-ace9-b38b80e189bd,INITIAL,1,"Aircraft/ Engine/APU Log Book Entries Component replacement item due to time limits, Part Robbing accomplishment should be recorded in :",2026-02-23 02:49:01.244318+00,All Aircraft,REGULASI
0275ff21-35de-486b-b8c4-601c5f060bc4,INITIAL,1,Indication that the mode S transponder is responding to an interrogation signal is presented by a :,2026-02-23 02:48:19.561131+00,CRJ1000,Airframe & Powerplant
02774c56-c36c-4693-9439-8374fc010d35,INITIAL,1,"""Persons authorized to approve aircraft, airframes, aircraft engines, propellers, appliances, or component parts for return to service after maintenance, preventive maintenance, rebuilding, or alteration"" . This statement is stated in the CASR",2026-02-23 02:49:07.195398+00,All Aircraft,REGULASI
0280dd2d-81be-4704-b40c-d7af6815b8db,INITIAL,1,what does flap shalf speed mean ?,2026-02-23 02:48:29.007496+00,CRJ1000,Airframe & Powerplant
0281bf3f-9222-4c9e-a347-0e73f6addd84,INITIAL,1,Where is the setting for master cabin temperature?,2026-02-27 04:10:53.808413+00,B777-300 ER,Electric & Avionic
028773af-701d-4373-8e53-172118c9d892,INITIAL,1,Which of the following disengages the autopilot ?,2026-02-23 02:21:53.074707+00,Airbus A330-Series,Airframe & Powerplant
02939410-4d16-4d6a-97a2-01c544371c2d,INITIAL,1,Auxiliary feathering pump is activated during the following emergency case :,2026-02-23 02:22:12.041996+00,ATR72,Airframe & Powerplant
029cc4d1-ef1e-4abf-8c82-c9183ac8fc96,INITIAL,1,How power is transferred from the engine to the External Gearbox?,2026-02-27 01:56:16.826923+00,Airbus A330 NEO,Airframe & Powerplant
02a81e38-cd3f-42f2-b5af-87c1dc25c18d,INITIAL,1,"The gust lock system acts on : ",2026-02-23 02:22:24.832992+00,ATR72,Electric & Avionic
02c9aff4-3c2a-48a4-a5ba-57b7be74df11,INITIAL,1,If  the nose wheel steering control switch is off :,2026-02-23 02:46:55.141437+00,ATR72,Airframe & Powerplant
02e87791-32d0-4e38-b422-f14f756d0494,INITIAL,1,Motive flow valve opens when :,2026-02-23 02:46:53.443801+00,ATR72,Airframe & Powerplant
0307e8e1-493e-4044-984b-a719963e43c9,INITIAL,1,What condition occurs when ENG FAIL appear in the engine parameter?,2026-02-23 02:23:12.042142+00,B737-MAX,Airframe & Powerplant
030a6c73-c546-40fc-89ff-b6212fca408c,INITIAL,1,The temperature rage for each zone can be adjusted from CASP and CSCP  is:,2026-02-23 02:23:35.756062+00,B777-300 ER,Airframe & Powerplant
03255aea-028c-4e67-927c-e527a5e84d83,INITIAL,1,How is the order of T/R Closing Latch sequence?,2026-02-27 01:57:07.159851+00,Airbus A330 NEO,Airframe & Powerplant
0331edff-c18c-44b7-a4a6-10c1620bf5be,INITIAL,1,The primary air data is supplied by :,2026-02-23 02:47:00.337469+00,ATR72,Electric & Avionic
034d8f03-7b33-471c-8c40-7844fa3fe662,INITIAL,1,There are pneumatic anti icing systems?,2026-02-23 02:48:32.849784+00,CRJ1000,Airframe & Powerplant
03a68c0c-2516-4e93-9e54-0bc9c062a199,INITIAL,1,What is the Flight Control has function to provide Roll Control?,2026-02-23 02:23:37.53905+00,B777-300 ER,Airframe & Powerplant
03b4e79d-84e3-430b-8fd7-374f9c146d2d,INITIAL,1,When does the Rudder pedals provide the Nose Wheel Steering controls?,2026-02-23 02:22:08.03977+00,Airbus A330-Series,Electric & Avionic
03bbec1b-5837-4046-b1e8-b2de200da358,INITIAL,1,Which product need Airworthiness Approval Tag?,2026-02-23 02:24:08.385449+00,All Aircraft,REGULASI
03bdddc1-aeea-4e49-8fa6-d91d1d0e0bd5,INITIAL,1,What is the Engine characteristic of Airbus A330 ?,2026-02-23 02:21:58.727862+00,Airbus A330-Series,Airframe & Powerplant
03e1c61c-8d46-40b7-ac8f-a470d53a999f,INITIAL,1,What caution can we find on the fuel quantity indicator:,2026-02-23 02:22:35.778965+00,B737-800 NG,Airframe & Powerplant
03e73c4a-d2d8-4c10-8c74-882dbd4263be,INITIAL,1,The pneumatic duct pressure gauge :,2026-02-23 02:23:21.381686+00,B737-MAX,Electric & Avionic
03ee187f-3deb-4942-98d6-a3a926408451,INITIAL,1,What haven flight control do you have when roll disc pulled?,2026-02-23 02:48:34.415177+00,CRJ1000,Airframe & Powerplant
042f667a-b381-43e7-b3af-97cbcc2291b4,INITIAL,1,"Who has responsible the maintenance practices pertaining to RVSM operations required to ensure adherence to the airframe manufacturer's RVSM tolerances,check ?",2026-02-23 02:49:10.644622+00,All Aircraft,REGULASI
0440716f-d8fd-4107-a928-e9fa646cb8ac,INITIAL,1,"In regards with RSM 2.16 , the Certifying Staff  will not issue a CRS if :",2026-02-23 02:24:30.161508+00,All Aircraft,REGULASI
046ac142-f478-4e2d-aac8-507a70bd6225,INITIAL,1,Which lights come on when the LIGHT EMER P/B is pressed ?,2026-02-27 02:16:20.914799+00,Airbus A330 NEO,Electric & Avionic
048e9df2-2880-4a87-a323-da35cc35fb20,INITIAL,1,"Manufacturers who produce replacement part/component for type certificated aircraft must hold: ",2026-02-23 02:24:08.719236+00,All Aircraft,REGULASI
0490d10a-202a-4333-9bbf-fe645ff6e197,INITIAL,1,What haven flight control do you have when roll disc pulled?,2026-02-23 02:48:34.645786+00,CRJ1000,Airframe & Powerplant
04d1a6f0-0374-4a3d-b34f-a6f29210b419,INITIAL,1,Which fuel parameters are displayed in the cockpit in normal conditions?,2026-02-23 02:21:50.87504+00,Airbus A330-Series,Airframe & Powerplant
04ed121a-bb1c-4331-80d1-68c68124c697,INITIAL,1,Which Slat position does the Wing ice protection at install?,2026-02-27 01:56:07.725683+00,Airbus A330 NEO,Airframe & Powerplant
04f405b4-5cf2-4428-96a9-5ac853935749,INITIAL,1,"What is the Probable cause of the indication "" COWL ANTI ICE "" light illuminate ?",2026-02-23 02:23:01.363504+00,B737-800 NG,Electric & Avionic
05099fde-738d-42c0-9cab-62adda3fb105,INITIAL,1,The forward mount transmits following forces to the strut and wing structure:,2026-02-23 02:23:22.873641+00,B737-MAX,Electric & Avionic
051519f5-2b0f-47da-a754-27e32bec6246,INITIAL,1,The CDS computer no. 1 normally :,2026-02-23 02:23:20.055601+00,B737-MAX,Electric & Avionic
0516363d-ec60-4cb1-9589-007ab9c847b3,INITIAL,1,Which of the following flight deck actions will energize the EEC?,2026-02-23 02:22:31.633892+00,B737-800 NG,Airframe & Powerplant
05578d7e-3f03-4811-b41d-79eaec7d7f69,INITIAL,1,How can the DC SVCE BUS be powered ?,2026-02-23 02:22:19.613988+00,ATR72,Electric & Avionic
056c8a09-d341-4167-8b39-9b630205a986,INITIAL,1,What is the Light Fuel Panel Switch Indication of the Center Fuel Pump Pressure (PRESS)nwhen the Illumination is Inhibited and the Switch is OFF?,2026-02-23 02:23:37.14573+00,B777-300 ER,Airframe & Powerplant
0576b32f-129a-4160-bcee-1001e62cb367,INITIAL,1,What component is Provide Mechanical lock for MLG Extend position ?,2026-02-23 02:24:06.085115+00,CRJ1000,Electric & Avionic
0580121b-ec8c-41a6-8011-278caa6e1433,INITIAL,1,B737 Max-8 In what temperature EMDP overheat light will come on?,2026-02-23 02:23:10.572196+00,B737-MAX,Airframe & Powerplant
059325c9-0a5b-466f-852a-c00bd11bb603,INITIAL,1,The SQUIB lights on the AGENT push button of the ENGINE FIRE will ON when,2026-02-27 01:56:10.965596+00,Airbus A330 NEO,Airframe & Powerplant
05aac944-07d8-46a8-b4bf-ae469f39e8d2,INITIAL,1,"According to Garuda Indonesia B777-300 DDG, which of these lights has the lesser priority when being deferred from maintenance?",2026-02-27 04:06:24.612005+00,B777-300 ER,Airframe & Powerplant
05b69406-c280-40d0-b3eb-eb2e6f24f973,INITIAL,1,"Regarding  to the Appendix A to CASR 43, replacing fuel/oil filte element and replacing magnetic chip detector are defined as:",2026-02-23 02:48:57.658253+00,All Aircraft,REGULASI
05b7e40d-96f8-4102-8e8e-aac2312521c7,INITIAL,1,What is the fan Air Valve (FAV) function?,2026-02-23 02:21:49.177647+00,Airbus A330-Series,Airframe & Powerplant
05d1ce33-d587-4368-a03d-d990292541dd,INITIAL,1,"What is the ETOPS Parallel system i n the ETOPS Aircraft Maintenance ,means ?",2026-02-23 02:24:28.006797+00,All Aircraft,REGULASI
05d8101f-1f9a-4334-ace2-947121a648b2,INITIAL,1,"What controler controls the operation of the bleed air valves (HPV,PRSOV, CBV)?",2026-02-23 02:23:57.364708+00,CRJ1000,Airframe & Powerplant
05ec0056-66de-44df-866c-4fbc9e33ad97,INITIAL,1,"Regarding to the Appendix A to CASR 43 , replacing fuel / oil filter element  and replacing magnetic chip detector are  defined as :",2026-02-23 02:24:29.038175+00,All Aircraft,REGULASI
05f1390d-39dc-47cd-88ba-6f539ff833f0,INITIAL,1,"What does it means it the Fuel Jettison ""NOZLE"" Switches Illuminate Amber?",2026-02-23 02:23:37.626735+00,B777-300 ER,Airframe & Powerplant
0614601e-c4af-4e0e-862a-4072c52f6002,INITIAL,1,What is the potable water panel indication if the water level in the associated tank is almost empty,2026-02-23 02:48:27.827579+00,CRJ1000,Airframe & Powerplant
065389c1-4675-4edb-9f67-c4a1005e17b3,INITIAL,1,What is the purpose of Reliability Control Program in Aircraft Maintenance:,2026-02-23 02:49:08.83955+00,All Aircraft,REGULASI
065ec259-06da-4fe4-9197-41addad7f6f9,INITIAL,1,Where is the location of an engine and APU fire prop control module and compartment overheat detection control module,2026-02-23 02:22:34.95783+00,B737-800 NG,Airframe & Powerplant
068d95f8-2e72-4576-ac1c-80030bff237a,INITIAL,1,The wing anti-icing valves are provided with:,2026-02-23 02:21:47.150938+00,Airbus A330-Series,Airframe & Powerplant
0692eaca-26cf-4616-a55c-201a43a96a1c,INITIAL,1,Which AC buses are available for the operation of the No. 2 slat flap electronic control unit (SFECU) ?,2026-02-23 02:48:40.539423+00,CRJ1000,Electric & Avionic
06a2058a-5cad-4751-89cd-be5409b26b76,INITIAL,1,The synchrophasing is performed by :,2026-02-23 02:22:11.748419+00,ATR72,Airframe & Powerplant
06bfcef5-d12d-430a-830f-250c8b96e3c3,INITIAL,1,Testing information is devided into :,2026-02-23 02:48:55.750402+00,All Aircraft,REGULASI
0715a913-a998-4d5c-84f5-1f45a01505ff,INITIAL,1,The radio altimeter providess above ground level (AGL) altitude up to :,2026-02-23 02:48:19.175621+00,CRJ1000,Airframe & Powerplant
071cda50-7b20-4143-b4ae-ae1a3a42ce54,INITIAL,1,Personnel requirements in each certificated AMO must :,2026-02-23 02:48:58.32248+00,All Aircraft,REGULASI
0764b46f-c3f5-4503-8059-e592c0ba6293,INITIAL,1,The high pressure turbine (HPT) active clearance control (ACC) valve,2026-02-27 04:10:47.881183+00,B777-300 ER,Electric & Avionic
0794ff6e-4245-47ad-80a2-3011934d2b6b,INITIAL,1,What does the first character in the wiring identification code indicate ?,2026-02-23 02:24:01.20688+00,CRJ1000,Electric & Avionic
07a89349-a061-4174-b10b-88590ac945e4,INITIAL,1,"Spoiler control electronics (SCE) has four command function to control the ground spoiler control module, except?",2026-02-23 02:23:11.228181+00,B737-MAX,Airframe & Powerplant
07c65633-ccdb-4c0b-a88a-891f0c6ba0fd,INITIAL,1,"Aircraft in hotel mode, left engine stopped :",2026-02-23 02:47:04.216845+00,ATR72,Electric & Avionic
07d82377-3db1-4f2d-8951-db0e95b923ba,INITIAL,1,Hydraulic system A power sources are,2026-02-27 04:00:05.944325+00,B737-800 NG,Electric & Avionic
07f0f7af-c86f-41bb-9059-b59a85b0135f,INITIAL,1,The Engine Interface and Vibration Monitoring Unit delivers electrical power via external relay to the,2026-02-27 01:56:12.110314+00,Airbus A330 NEO,Airframe & Powerplant
07fdfc9f-6347-4e47-9d15-9e11dad1f2cb,INITIAL,1,What haven flight control do you have when roll disc pulled?,2026-02-23 02:48:34.741254+00,CRJ1000,Airframe & Powerplant
081f0de3-a472-4835-8f12-111257184f40,INITIAL,1,Which of the following statements relating to the slat/flaps system is true ?,2026-02-23 02:48:31.197319+00,CRJ1000,Airframe & Powerplant
08240ac4-48e1-44f3-818b-35ee17f19b0b,INITIAL,1,Which is uncorrect statements of B777 PFCS FBW system?,2026-02-27 04:07:07.799366+00,B777-300 ER,Airframe & Powerplant
0893ea9c-1d7a-4f70-b5f7-de71f8c8c2e2,INITIAL,1,The marker system is activated :,2026-02-23 02:47:02.06481+00,ATR72,Electric & Avionic
08abc1df-6790-4c03-8aab-6408a5abc137,INITIAL,1,For high bank angle :,2026-02-23 02:22:21.453574+00,ATR72,Electric & Avionic
08c82484-775b-4546-8d41-d9af3e678251,INITIAL,1,What controls load shedding?,2026-02-23 02:23:29.141205+00,B777-300 ER,Airframe & Powerplant
08d19a9a-11c9-4066-8cbc-2a4a2bc74c32,INITIAL,1,The auto speed brake system operated during landing. When will the auto speed brakenactuator retract ?,2026-02-23 02:22:43.64023+00,B737-800 NG,Airframe & Powerplant
08d577d5-8e19-40c0-9033-8361ff61997d,INITIAL,1,"How to access MDS if you want to know""ENGINE EXCEEDANCE""did happen",2026-02-23 02:23:52.970426+00,CRJ1000,Airframe & Powerplant
08e2a91b-0703-4a60-a896-4407d0f83f0f,INITIAL,1,"There are probes or sensors at some aerodynamic statios on the CFM56-7B. Which ""T"" station for EGT probe ?",2026-02-27 04:03:35.648885+00,B737-800 NG,Electric & Avionic
08fb0ca7-e5ea-4047-a564-927bcb53f5d2,INITIAL,1,Which one is incorrect related to precaution before measure the torque of LPT blade stage 6?,2026-02-27 04:10:45.218766+00,B777-300 ER,Electric & Avionic
09921f92-73c0-4257-93e1-b11ded4e2795,INITIAL,1,"According to CASR Part 1, the validity period of a Certificate of Registration is:",2026-02-23 02:24:14.042946+00,All Aircraft,REGULASI
0994d0f8-a67f-4c34-905b-ff4187f02579,INITIAL,1,"According to  CASR 43, person authorized to perform maintenance, preventive maintenance, rebuilding and alterations :",2026-02-23 02:24:29.473829+00,All Aircraft,REGULASI
09d517d6-fe94-4c42-99dd-767b2f279d5e,INITIAL,1,"Refer to CASR Part 145, A certificated AMO may not approve for return to service",2026-02-23 02:49:06.885961+00,All Aircraft,REGULASI
09d9e93d-5398-42ef-9131-0f9520bd722b,INITIAL,1,Group the Chapters Maintenance Manual related to the Structure Group base on ATA spec no.100 :,2026-02-23 02:24:14.651759+00,All Aircraft,REGULASI
09e88b2a-6611-4875-a8b4-81917da798a4,INITIAL,1,oil tank is mounted on the,2026-02-27 01:56:14.147138+00,Airbus A330 NEO,Airframe & Powerplant
09ea4b5b-c72a-47d1-a174-88147691af33,INITIAL,1,Components providing control of integral lighting for the overhead panel include :,2026-02-23 02:24:02.915934+00,CRJ1000,Electric & Avionic
0a00be32-745d-418a-bac0-553e8e3eb665,INITIAL,1,The LO PITCH display is ensured by :,2026-02-23 02:46:50.215603+00,ATR72,Airframe & Powerplant
0a048631-edfe-4589-b348-83333766f536,INITIAL,1,Location of plump boob attachment point and leveling marks in :,2026-02-23 02:23:49.841232+00,CRJ1000,Airframe & Powerplant
0a166b91-6a5d-4fac-a838-a4c13010f1eb,INITIAL,1,RMP 1 and RMP 3 failed. Which tuning port on HF 1 and HF 2 will be actived ?,2026-02-23 02:22:05.191057+00,Airbus A330-Series,Electric & Avionic
0a323655-5ea1-4306-b1ed-c0ccad1f99bc,INITIAL,1,"EICAS massage 'OXY LOW PRESS, is indicate for Oxygen Botle :",2026-02-23 02:24:05.486873+00,CRJ1000,Electric & Avionic
0a4aa4f5-93db-47be-9fd4-92c40fcc9a61,INITIAL,1,Which one is not correct the Operation of the Rudder Trim Selector as mention bellow?,2026-02-23 02:23:36.365292+00,B777-300 ER,Airframe & Powerplant
0a545cd0-64e6-4397-b609-dd33291f2d01,INITIAL,1,When stall condition is detected :,2026-02-23 02:46:59.845599+00,ATR72,Electric & Avionic
0a5c568d-6acf-463a-9cdd-4ac3c1ad492d,INITIAL,1,What is the value of crew oxygen pressure recommended when dispatching GA88?,2026-02-27 04:11:01.083777+00,B777-300 ER,Electric & Avionic
0aa31437-327e-4728-91c6-5bd11a72faf4,INITIAL,1,"When the ESS. TR is Lost which DC Source takes over and supplies DC Ess and DC EssnShed Buses ",2026-02-23 02:22:08.979512+00,Airbus A330-Series,Electric & Avionic
0aae98fc-9810-49d8-aeee-3e729660e0a3,INITIAL,1,Which component unlock the no. 1 lock actuator ?,2026-02-23 02:48:22.364188+00,CRJ1000,Airframe & Powerplant
0aba4d0d-9af9-486f-a120-f84b92df87d3,INITIAL,1,What is the function of the trim air pressure regulating valves ?,2026-02-23 02:22:00.178672+00,Airbus A330-Series,Electric & Avionic
0abe399c-18bd-4c5e-bf5b-042837320d92,INITIAL,1,What happens if an altitude failure acours ?,2026-02-23 02:22:03.84151+00,Airbus A330-Series,Electric & Avionic
0b078dc3-669a-4ad5-a699-a01580bd0178,INITIAL,1,"During flight leg, the CMCF is capable of storing on FDE & correlated Maintenance Menu:",2026-02-23 02:23:40.597001+00,B777-300 ER,Electric & Avionic
0b0c29fc-705e-4153-9a14-72015fc6a15b,INITIAL,1,"When the aircraft flaying with all fuel tanks full and all boost pumps operate, the center tank fuel will be consumed firstly due to :",2026-02-23 02:22:47.084119+00,B737-800 NG,Airframe & Powerplant
0b122fa5-f858-412b-951a-5616bc3adb2a,INITIAL,1,"Regarding to the Appendix A to CASR 43 , replacing fuel / oil filter element and replacing magnetic chip detector are defined as :",2026-02-23 02:24:32.182199+00,All Aircraft,REGULASI
0b150aed-7e47-400e-aecb-b16d57227a80,INITIAL,1,What message is displayed when the GRAVITY XFLOW switch / light is selected?,2026-02-23 02:48:26.408635+00,CRJ1000,Airframe & Powerplant
0b1690e0-74b1-44e6-9664-c1c7f983d572,INITIAL,1,What is the probability cause the Aircraft ETOPS flight down grade to Non ETOPS flight?,2026-02-23 02:24:27.105873+00,All Aircraft,REGULASI
0b5097cb-b638-4a44-9cef-fda7a92e1a4b,INITIAL,1,Which one is not correct as mention bellow when the Engine Fire override SwitchnPushed?,2026-02-23 02:23:36.952542+00,B777-300 ER,Airframe & Powerplant
0b56e5a5-42f0-4672-b069-4d6661768ecb,INITIAL,1,How many fan blades attached on the LP compressor of Trent 7000 engines?,2026-02-27 01:56:16.726215+00,Airbus A330 NEO,Airframe & Powerplant
0b73a820-6abf-491c-84e7-61b1237a13b6,INITIAL,1,How are the NLG Door operated ?,2026-02-23 02:23:48.131164+00,CRJ1000,Airframe & Powerplant
0b915c20-a0d5-4889-ad17-457a0aa75d10,INITIAL,1,What is the Engine Starter Motor / Air Turbine Starter duty cycle continuous operation must be limited during maintenance?,2026-02-23 02:21:58.415634+00,Airbus A330-Series,Airframe & Powerplant
0b92e3c6-12e6-4c64-943f-e3c7337aca6d,INITIAL,1,"What is the Certificate issued from Boeing, when PK-GFL experience RH Lower Wing Skin Repair corrosion level 2 (located at Slat #7) the damage or defect is not covered in the MEL/ CDL (DDG) or appropriate manufacturer's manual?",2026-02-23 02:24:12.393571+00,All Aircraft,REGULASI
0bb9c646-9927-4c59-9e15-7c48586eee6a,INITIAL,1,When does the ELT may have to test refer to AMM 23-24-00?,2026-02-23 02:22:45.126225+00,B737-800 NG,Airframe & Powerplant
0bf06330-cbdb-4017-a5f5-fa7f78b5bad4,INITIAL,1,What does it means by the Aircraft having Approval ETOPS 180 minute?,2026-02-23 02:24:17.9239+00,All Aircraft,REGULASI
0bf40268-8f52-4bb1-b518-aed70f3d741d,INITIAL,1,The alternate brake selector valve is operated with?,2026-02-23 02:22:29.992663+00,B737-800 NG,Airframe & Powerplant
0bf81da1-bcae-4607-a217-7d8d2539c7f6,INITIAL,1,The maintenance diagnostic computer (MDC) is the main component of the MDS. The MDC is installed on :,2026-02-23 02:24:02.130375+00,CRJ1000,Electric & Avionic
0c078db7-c9b3-4896-bf3c-faa08138fbc6,INITIAL,1,How long does the Cat-Bl & B2 Certifying for Line maintenance and Support Staff for Base Maintenance have to demonstrate experience in Aircraft Maintenance Ref. Part 145 Appendix IV?,2026-02-23 02:24:19.867977+00,All Aircraft,REGULASI
0c0f822f-7b06-4ee3-8830-1cf1ae741ff5,INITIAL,1,What does the vent system do on fuel system ?,2026-02-23 02:23:50.680801+00,CRJ1000,Airframe & Powerplant
0c117191-6d53-43ce-92d4-c3c3cf09cb25,INITIAL,1,Validity of a type rating license is:,2026-02-23 02:48:43.48616+00,All Aircraft,REGULASI
0c11e547-2bdc-4a08-a157-b21ff7451dc6,INITIAL,1,Repair Interval in the category A shall be repaired within :,2026-02-23 02:24:21.056851+00,All Aircraft,REGULASI
0c161563-5628-46fd-9da4-d5b416fc5ea8,INITIAL,1,The AP yaw actuator is :,2026-02-23 02:46:58.975593+00,ATR72,Electric & Avionic
0c22b193-552c-494e-8337-560e1e0a3116,INITIAL,1,Between which 2 power sources is a transfer always a BPT?,2026-02-23 02:23:28.174319+00,B777-300 ER,Airframe & Powerplant
0c504ffc-4adb-430d-8cdf-4354c808a399,INITIAL,1,"Galley and lavatory are classified as: ",2026-02-23 02:48:42.673278+00,All Aircraft,REGULASI
0c68c8c1-1597-49a0-a6a7-45ee291ec1cd,INITIAL,1,The radio Altimeter and Decision Height Information are displayed on :,2026-02-23 02:22:23.812829+00,ATR72,Electric & Avionic
0c7146af-7774-4454-b326-b378ba1cb29a,INITIAL,1,"When TRANS COWL is fully deployed the green REV is displayed in the N1 gauge, which component is responsible for this signal ?",2026-02-23 02:48:22.474828+00,CRJ1000,Airframe & Powerplant
